Title,Link,pubDate,Description,Source,Tag
Artists from the Lymes put their stamp on wildlife conservation - theday.com,https://www.theday.com/article/20220401/NWS01/220409936,4/1/2022,Artists from the Lymes put their stamp on wildlife conservation&nbsp;&nbsp;theday.com,theday.com,AI-Optimization
Pathway to a land-neutral expansion of Brazilian renewable fuel production - Nature.com,https://www.nature.com/articles/s41467-022-30850-2,6/7/2022,Pathway to a land-neutral expansion of Brazilian renewable fuel production&nbsp;&nbsp;Nature.com,Nature.com,AI-Optimization
"Three days of food, fun, music mark Tropical Audubon 75th anniversary - Miami's Community Newspapers",https://communitynewspapers.com/featured/three-days-of-food-fun-music-mark-tropical-audubon-75th-anniversary/,5/17/2022,"Three days of food, fun, music mark Tropical Audubon 75th anniversary&nbsp;&nbsp;Miami's Community Newspapers",Miami's Community Newspapers,AI-Optimization
Indigenous peoples are finally getting a say in global conservation policy - Grist,https://grist.org/accountability/after-decades-of-waiting-indigenous-peoples-are-finally-getting-a-say-in-global-conservation-policy/,8/27/2021,Indigenous peoples are finally getting a say in global conservation policy&nbsp;&nbsp;Grist,Grist,AI-Optimization
Conservation Aquaculture: A Special Sessions Synopsis - World Aquaculture Society - was.org,https://www.was.org/article/Conservation-Aquaculture-A-Special-Sessions-Synopsis.aspx,3/15/2022,Conservation Aquaculture: A Special Sessions Synopsis - World Aquaculture Society&nbsp;&nbsp;was.org,was.org,AI-Optimization
"A solar energy desalination analysis tool, sedat, with data and models for selecting technologies and regions | Scientific Data - Nature.com",https://www.nature.com/articles/s41597-022-01331-4,5/20/2022,"A solar energy desalination analysis tool, sedat, with data and models for selecting technologies and regions | Scientific Data&nbsp;&nbsp;Nature.com",Nature.com,AI-Optimization
Indigenous people are being killed to 'protect' a Congolese park - Grist,https://grist.org/indigenous/indigenous-people-are-being-killed-to-protect-a-congolese-park/,4/11/2022,Indigenous people are being killed to 'protect' a Congolese park&nbsp;&nbsp;Grist,Grist,AI-Optimization
UPSC Essentials: Quotes of the week | UPSC Current Affairs News - The Indian Express,https://indianexpress.com/article/upsc-current-affairs/upsc-essentials/upsc-essentials-quotes-of-the-week-7964428/,6/11/2022,UPSC Essentials: Quotes of the week | UPSC Current Affairs News&nbsp;&nbsp;The Indian Express,The Indian Express,AI-Optimization
Researchers: Smart planning needed to minimize impacts on wildlife - Adirondack Explorer,https://www.adirondackexplorer.org/stories/smart-planning-minimize-wildlife-impact,12/10/2021,Researchers: Smart planning needed to minimize impacts on wildlife&nbsp;&nbsp;Adirondack Explorer,Adirondack Explorer,AI-Optimization
Commercial vessel fined $5000 for illegal fishing off Swami's - Coast News,https://thecoastnews.com/commercial-vessel-fined-5000-for-illegal-fishing-off-swamis/,1/25/2022,Commercial vessel fined $5000 for illegal fishing off Swami's&nbsp;&nbsp;Coast News,Coast News,AI-Optimization
One surprising winner in Biden's infrastructure bill: Biodiversity - Grist,https://grist.org/politics/one-surprising-winner-in-bidens-infrastructure-bill-biodiversity/,11/17/2021,One surprising winner in Biden's infrastructure bill: Biodiversity&nbsp;&nbsp;Grist,Grist,AI-Optimization
Photonics applications emerge for agriculture - Laser Focus World,https://www.laserfocusworld.com/detectors-imaging/article/14276564/photonics-applications-emerge-for-agriculture,5/19/2022,Photonics applications emerge for agriculture&nbsp;&nbsp;Laser Focus World,Laser Focus World,AI-Optimization
Relocating croplands could drastically reduce the environmental impacts of global food production | Communications Earth & Environment - Nature.com,https://www.nature.com/articles/s43247-022-00360-6,3/10/2022,Relocating croplands could drastically reduce the environmental impacts of global food production | Communications Earth & Environment&nbsp;&nbsp;Nature.com,Nature.com,AI-Optimization
Freedom First Wildlife Rehab to start conservation project for endangered barn owls - theday.com,https://www.theday.com/article/20211230/NWS01/211239965,12/30/2021,Freedom First Wildlife Rehab to start conservation project for endangered barn owls&nbsp;&nbsp;theday.com,theday.com,AI-Optimization
Sponsor's Content | Agenda: Sustainability - MIT Sloan,https://sloanreview.mit.edu/sponsors-content/agenda-sustainability/,5/16/2022,Sponsor's Content | Agenda: Sustainability&nbsp;&nbsp;MIT Sloan,MIT Sloan,AI-Optimization
Conservation groups file lawsuit against US Fish and Wildlife Service over manatee deaths - Wink News,https://www.winknews.com/2022/02/02/conservation-groups-file-lawsuit-against-u-s-fish-and-wildlife-service-over-manatee-deaths/,2/2/2022,Conservation groups file lawsuit against US Fish and Wildlife Service over manatee deaths&nbsp;&nbsp;Wink News,Wink News,AI-Optimization
Gopher tortoise burrows filled with concrete on Marco Island - Wink News,https://www.winknews.com/2022/05/12/gopher-tortoise-burrows-filled-with-concrete-on-marco-island/,5/12/2022,Gopher tortoise burrows filled with concrete on Marco Island&nbsp;&nbsp;Wink News,Wink News,AI-Optimization
"Adirondack Center for Loon Conservation, Adirondack Land Trust, Eagle Island, Inc. welcome new hires - - Adirondack Almanack",https://www.adirondackalmanack.com/2022/02/adirondack-center-for-loon-conservation-adirondack-land-trust-eagle-island-inc-welcome-new-hires.html,2/22/2022,"Adirondack Center for Loon Conservation, Adirondack Land Trust, Eagle Island, Inc. welcome new hires -&nbsp;&nbsp;Adirondack Almanack",Adirondack Almanack,AI-Optimization
FWC pauses plan to remove panther from Immokalee after livestock attacks - Wink News,https://www.winknews.com/2022/03/07/fwc-pauses-plan-to-remove-panther-from-immokalee-after-livestock-attacks/,3/7/2022,FWC pauses plan to remove panther from Immokalee after livestock attacks&nbsp;&nbsp;Wink News,Wink News,AI-Optimization
Generational Advancements in Utah Water Policies this Year (Part 2) - National Audubon Society,https://www.audubon.org/news/generational-advancements-utah-water-policies-year-part-2,4/11/2022,Generational Advancements in Utah Water Policies this Year (Part 2)&nbsp;&nbsp;National Audubon Society,National Audubon Society,AI-Optimization
Eco-Socialism: Economics For The Climate Crisis - Noema Magazine,https://www.noemamag.com/digital-technology-demands-a-new-political-philosophy,6/2/2022,Eco-Socialism: Economics For The Climate Crisis&nbsp;&nbsp;Noema Magazine,Noema Magazine,AI-Optimization
Ecuador protects marine life with an underwater 'highway' - Grist - Grist,https://grist.org/beacon/ecuador-protects-marine-life-with-an-underwater-highway/,1/24/2022,Ecuador protects marine life with an underwater 'highway' - Grist&nbsp;&nbsp;Grist,Grist,AI-Optimization
Momma mountain lions and San Diego County wildlife corridors - Coast News,https://thecoastnews.com/momma-mountain-lions-and-san-diego-county-wildlife-corridors/,5/10/2022,Momma mountain lions and San Diego County wildlife corridors&nbsp;&nbsp;Coast News,Coast News,AI-Optimization
Artificial intelligence enables strategic hydropower planning across Amazon basin - College of Natural Sciences - Colorado State University,https://natsci.source.colostate.edu/artificial-intelligence-enables-strategic-hydropower-planning-across-amazon-basin/,2/17/2022,Artificial intelligence enables strategic hydropower planning across Amazon basin - College of Natural Sciences&nbsp;&nbsp;Colorado State University,Colorado State University,AI-Optimization
Wildlife expert Ron Magill receives University of Florida alumnus award - Miami's Community Newspapers,https://communitynewspapers.com/kendallgazette/wildlife-expert-ron-magill-receives-university-of-florida-alumnus-award-2/,5/17/2022,Wildlife expert Ron Magill receives University of Florida alumnus award&nbsp;&nbsp;Miami's Community Newspapers,Miami's Community Newspapers,AI-Optimization
New integrated hydrologic approach for the assessment of rivers environmental flows into the Urmia Lake | Scientific Reports - Nature.com,https://www.nature.com/articles/s41598-022-10262-4,5/16/2022,New integrated hydrologic approach for the assessment of rivers environmental flows into the Urmia Lake | Scientific Reports&nbsp;&nbsp;Nature.com,Nature.com,AI-Optimization
"Florida panther struck and killed by vehicle, FWC says - Wink News",https://www.winknews.com/2022/04/12/florida-panther-struck-and-killed-by-vehicle-fwc-says/,4/12/2022,"Florida panther struck and killed by vehicle, FWC says&nbsp;&nbsp;Wink News",Wink News,AI-Optimization
"Multi-objective optimization of water resources allocation in Han River basin (China) integrating efficiency, equity and sustainability | Scientific Reports - Nature.com",https://www.nature.com/articles/s41598-021-04734-2,1/17/2022,"Multi-objective optimization of water resources allocation in Han River basin (China) integrating efficiency, equity and sustainability | Scientific Reports&nbsp;&nbsp;Nature.com",Nature.com,AI-Optimization
Floridian spends retirement capturing invasive lizards that threaten native wildlife - Wink News,https://www.winknews.com/2022/04/23/floridian-spends-retirement-capturing-invasive-lizards-that-threaten-native-wildlife/,4/23/2022,Floridian spends retirement capturing invasive lizards that threaten native wildlife&nbsp;&nbsp;Wink News,Wink News,AI-Optimization
"Spatial and temporal evolution of ecological vulnerability based on vulnerability scoring diagram model in Shennongjia, China | Scientific Reports - Nature.com",https://www.nature.com/articles/s41598-022-09205-w,3/25/2022,"Spatial and temporal evolution of ecological vulnerability based on vulnerability scoring diagram model in Shennongjia, China | Scientific Reports&nbsp;&nbsp;Nature.com",Nature.com,AI-Optimization
First open house since 2019 held at former NOP - Wahoo Newspaper,https://wahoo-ashland-waverly.com/ashland/news/first-open-house-since-2019-held-at-former-nop/article_4a4083da-dc56-11ec-bf88-7bdb0a707432.html,5/25/2022,First open house since 2019 held at former NOP&nbsp;&nbsp;Wahoo Newspaper,Wahoo Newspaper,AI-Optimization
Officials: Florida panther struck and killed by vehicle - Wink News,https://www.winknews.com/2022/02/12/officials-florida-panther-struck-and-killed-by-vehicle-3/,2/12/2022,Officials: Florida panther struck and killed by vehicle&nbsp;&nbsp;Wink News,Wink News,AI-Optimization
SWFL ranchers could get paid to help protect panther habitat - Wink News,https://www.winknews.com/2021/11/17/swfl-ranchers-could-get-paid-to-help-protect-panther-habitat/,11/17/2021,SWFL ranchers could get paid to help protect panther habitat&nbsp;&nbsp;Wink News,Wink News,AI-Optimization
"Form 424B4 Cadre Holdings, Inc. - StreetInsider.com",https://www.streetinsider.com/SEC+Filings/Form+424B4+Cadre+Holdings%2C+Inc./20207542.html,6/13/2022,"Form 424B4 Cadre Holdings, Inc.&nbsp;&nbsp;StreetInsider.com",StreetInsider.com,AI-Optimization
"Bill Text - AB-2387 Safe Drinking Water, Wildfire Prevention, Drought Preparation, Flood Protection, Extreme Heat Mitigation, and Workforce Development Bond Act of 2022. - California Legislative Information",https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB2387,2/18/2022,"Bill Text - AB-2387 Safe Drinking Water, Wildfire Prevention, Drought Preparation, Flood Protection, Extreme Heat Mitigation, and Workforce Development Bond Act of 2022.&nbsp;&nbsp;California Legislative Information",California Legislative Information,AI-Optimization
Natural Areas Feedback Portal - FCGov,https://www.fcgov.com/naturalareas/feedback,3/4/2022,Natural Areas Feedback Portal&nbsp;&nbsp;FCGov,FCGov,AI-Optimization
Embattled Adirondack Wildlife Refuge relocates its animals - Adirondack Explorer,https://www.adirondackexplorer.org/stories/refuge-animals,11/5/2021,Embattled Adirondack Wildlife Refuge relocates its animals&nbsp;&nbsp;Adirondack Explorer,Adirondack Explorer,AI-Optimization
The climate is changing too fast for plant and animal species - Grist,https://grist.org/climate/an-emerging-crisis-the-climate-is-changing-too-fast-for-plants-and-animals-to-adapt/,2/18/2022,The climate is changing too fast for plant and animal species&nbsp;&nbsp;Grist,Grist,AI-Optimization
2021 stunk: FWC needs you help to report skunk sightings around the state - Wink News,https://www.winknews.com/2022/01/03/2021-stunk-fwc-says-there-was-an-increase-in-skunk-sightings-around-the-state/,1/3/2022,2021 stunk: FWC needs you help to report skunk sightings around the state&nbsp;&nbsp;Wink News,Wink News,AI-Optimization
Study on layout optimization of sewage outfalls: a case study of wastewater treatment plants in Xiamen | Scientific Reports - Nature.com,https://www.nature.com/articles/s41598-021-97756-9,9/15/2021,Study on layout optimization of sewage outfalls: a case study of wastewater treatment plants in Xiamen | Scientific Reports&nbsp;&nbsp;Nature.com,Nature.com,AI-Optimization
"Taxonomic, structural diversity and carbon stocks in a gradient of island forests | Scientific Reports - Nature.com",https://www.nature.com/articles/s41598-022-05045-w,1/20/2022,"Taxonomic, structural diversity and carbon stocks in a gradient of island forests | Scientific Reports&nbsp;&nbsp;Nature.com",Nature.com,AI-Optimization
"FWC, LCSO rescue wounded manatee from Deep Lagoon Preserve - Wink News",https://www.winknews.com/2022/05/03/fwc-lcso-rescue-wounded-manatee-from-deep-lagoon-preserve/,5/3/2022,"FWC, LCSO rescue wounded manatee from Deep Lagoon Preserve&nbsp;&nbsp;Wink News",Wink News,AI-Optimization
Stericycle commits $1M to the National Park Foundation for wetland preservation - Waste Today Magazine,https://www.wastetodaymagazine.com/article/stericycle-supports-national-park-foundation,11/30/2021,Stericycle commits $1M to the National Park Foundation for wetland preservation&nbsp;&nbsp;Waste Today Magazine,Waste Today Magazine,AI-Optimization
Record number of Florida manatees starved to death in 2021 - Wink News,https://www.winknews.com/2022/01/07/record-number-of-florida-manatees-starved-to-death-in-2021/,1/7/2022,Record number of Florida manatees starved to death in 2021&nbsp;&nbsp;Wink News,Wink News,AI-Optimization
Armenia's Caucasus Wildlife Refuge Camera Captures Footage of New Leopard – Asbarez.com - Asbarez Armenian News,https://asbarez.com/armenias-caucasus-wildlife-refuge-camera-traps-capture-footage-of-new-leopard/,3/30/2022,Armenia's Caucasus Wildlife Refuge Camera Captures Footage of New Leopard – Asbarez.com&nbsp;&nbsp;Asbarez Armenian News,Asbarez Armenian News,AI-Optimization
Wilmington wildlife - Adirondack Explorer,https://www.adirondackexplorer.org/stories/wilmington-wildlife,5/6/2022,Wilmington wildlife&nbsp;&nbsp;Adirondack Explorer,Adirondack Explorer,AI-Optimization
FWC seeks public input on beach-nesting birds draft guidelines - Wink News,https://www.winknews.com/2021/09/16/fwc-seeks-public-input-on-beach-nesting-birds-draft-guidelines/,9/16/2021,FWC seeks public input on beach-nesting birds draft guidelines&nbsp;&nbsp;Wink News,Wink News,AI-Optimization
"Strategic Forest Reserves Could Mitigate Climate Change, Protect Biodiversity - Lab Manager Magazine",https://www.labmanager.com/news/strategic-forest-reserves-could-mitigate-climate-change-protect-biodiversity-27243,12/15/2021,"Strategic Forest Reserves Could Mitigate Climate Change, Protect Biodiversity&nbsp;&nbsp;Lab Manager Magazine",Lab Manager Magazine,AI-Optimization
State's environmental conservation budget receives lawmakers' scrutiny - Adirondack Explorer,https://www.adirondackexplorer.org/stories/state-environmental-conservation-budget,2/3/2022,State's environmental conservation budget receives lawmakers' scrutiny&nbsp;&nbsp;Adirondack Explorer,Adirondack Explorer,AI-Optimization
FWC releases new details on Naples Zoo tiger attack - Wink News,https://www.winknews.com/2022/02/02/fwc-releases-report-on-naples-zoo-tiger-attack/,2/2/2022,FWC releases new details on Naples Zoo tiger attack&nbsp;&nbsp;Wink News,Wink News,AI-Optimization
Nature Notes: Return of beavers a conservation success story - theday.com,https://www.theday.com/article/20211015/NWS01/211019898,10/15/2021,Nature Notes: Return of beavers a conservation success story&nbsp;&nbsp;theday.com,theday.com,AI-Optimization
TFWC Votes to Changes Licenses to 365-Day Duration and Important Updates Given - tn.gov,https://www.tn.gov/twra/news/2021/9/17/-tfwc-votes-to-changes-licenses-to-365-day-duration-and-important-updates-given.html,9/17/2021,TFWC Votes to Changes Licenses to 365-Day Duration and Important Updates Given&nbsp;&nbsp;tn.gov,tn.gov,AI-Optimization
Northern NY's moose population is flat. Scientists want to know why - Adirondack Explorer,https://www.adirondackexplorer.org/stories/researchers-look-to-moose-calves-for-answers,2/21/2022,Northern NY's moose population is flat. Scientists want to know why&nbsp;&nbsp;Adirondack Explorer,Adirondack Explorer,AI-Optimization
09/21/21: Discovery goes wild for conservation - cynopsis.com,https://www.cynopsis.com/09-21-21-discovery-goes-wild-for-conservation/,9/21/2021,09/21/21: Discovery goes wild for conservation&nbsp;&nbsp;cynopsis.com,cynopsis.com,AI-Optimization
Deputies identify body found at Babcock/Webb wildlife area - Wink News,https://www.winknews.com/2022/05/10/charlotte-county-sheriffs-office-investigating-body-found-in-vehicle-at-babcock-webb-wildlife-area/,5/10/2022,Deputies identify body found at Babcock/Webb wildlife area&nbsp;&nbsp;Wink News,Wink News,AI-Optimization
