Title,Link,pubDate,Description,Source,Tag
Koala population discovered in NSW Kosciuszko National Park shows signs of climate change resilience - ABC News,https://www.abc.net.au/news/2022-06-02/climate-resilient-koala-discovery-nsw-kosciuszko-national-park/101120016,6/2/2022,Koala population discovered in NSW Kosciuszko National Park shows signs of climate change resilience&nbsp;&nbsp;ABC News,ABC News,Acoustic-Passive
New guidelines for acoustic monitoring of sea life and wind energy projects - National Fisherman,https://www.nationalfisherman.com/national-international/new-guidelines-for-acoustic-monitoring-of-sea-life-and-wind-energy-projects,11/2/2021,New guidelines for acoustic monitoring of sea life and wind energy projects&nbsp;&nbsp;National Fisherman,National Fisherman,Acoustic-Passive
Protecting Our Marine Wildlife During Offshore Wind Surveys - NRDC (Natural Resources Defense Council),https://www.nrdc.org/experts/francine-kershaw/protecting-our-marine-wildlife-during-offshore-wind-surveys,3/4/2022,Protecting Our Marine Wildlife During Offshore Wind Surveys&nbsp;&nbsp;NRDC (Natural Resources Defense Council),NRDC (Natural Resources Defense Council),Acoustic-Passive
AI helps record data on species to monitor biodiversity over time - Phys.org,https://phys.org/news/2021-11-ai-species-biodiversity.html,11/12/2021,AI helps record data on species to monitor biodiversity over time&nbsp;&nbsp;Phys.org,Phys.org,Acoustic-Passive
Temporal patterns in the soundscape of a Norwegian gateway to the Arctic | Scientific Reports - Nature.com,https://www.nature.com/articles/s41598-022-11183-y,5/10/2022,Temporal patterns in the soundscape of a Norwegian gateway to the Arctic | Scientific Reports&nbsp;&nbsp;Nature.com,Nature.com,Acoustic-Passive
Corncrake LIFE: new €5.9m EU-funded conservation project aims to deliver a 20% increase in Corncrake population - Gov.ie,https://www.gov.ie/en/press-release/133fc-corncrake-life-new-59m-eu-funded-conservation-project-aims-to-deliver-a-20-increase-in-corncrake-population/,3/25/2022,Corncrake LIFE: new €5.9m EU-funded conservation project aims to deliver a 20% increase in Corncrake population&nbsp;&nbsp;Gov.ie,Gov.ie,Acoustic-Passive
BOEM Announces Multi-Agency Approach to Enhance Existing Protection Efforts for Endangered North Atlantic Right Whales - Bureau of Ocean Energy Management,https://www.boem.gov/newsroom/press-releases/boem-announces-multi-agency-approach-enhance-existing-protection-efforts,2/7/2022,BOEM Announces Multi-Agency Approach to Enhance Existing Protection Efforts for Endangered North Atlantic Right Whales&nbsp;&nbsp;Bureau of Ocean Energy Management,Bureau of Ocean Energy Management,Acoustic-Passive
"How does wind energy affect marine mammals, fish and birds? New studies seek to find out - Delmarva Now",https://www.delmarvanow.com/story/news/2022/04/01/impact-marine-mammals-fish-and-birds-focus-new-wind-energy-university-of-maryland-study-ocean-city/7230223001/,4/1/2022,"How does wind energy affect marine mammals, fish and birds? New studies seek to find out&nbsp;&nbsp;Delmarva Now",Delmarva Now,Acoustic-Passive
Revealing microhabitat requirements of an endangered specialist lizard with LiDAR | Scientific Reports - Nature.com,https://www.nature.com/articles/s41598-022-08524-2,3/25/2022,Revealing microhabitat requirements of an endangered specialist lizard with LiDAR | Scientific Reports&nbsp;&nbsp;Nature.com,Nature.com,Acoustic-Passive
NYSERDA Announces Nearly $1.3 Million to Support Predevelopment Data Collection in the New York Bight to Facilitate Responsible and Cost-Effective Offshore Wind Development - NYSERDA - NYSERDA,https://www.nyserda.ny.gov/About/Newsroom/2021-Announcements/2021-12-08-NYSERDA-Announces-Predevelopment-Data-Collection,12/8/2021,NYSERDA Announces Nearly $1.3 Million to Support Predevelopment Data Collection in the New York Bight to Facilitate Responsible and Cost-Effective Offshore Wind Development - NYSERDA&nbsp;&nbsp;NYSERDA,NYSERDA,Acoustic-Passive
Young Forests are Preferred Summer Vacation Destinations for Bats - UConn Today - UConn,https://today.uconn.edu/2021/07/young-forests-are-preferred-summer-vacation-destinations-for-bats/,7/20/2021,Young Forests are Preferred Summer Vacation Destinations for Bats - UConn Today&nbsp;&nbsp;UConn,UConn,Acoustic-Passive
Eavesdropping on nature: why Africa needs more bioacoustics research - theconversation.com,https://theconversation.com/eavesdropping-on-nature-why-africa-needs-more-bioacoustics-research-175527,1/26/2022,Eavesdropping on nature: why Africa needs more bioacoustics research&nbsp;&nbsp;theconversation.com,theconversation.com,Acoustic-Passive
Environment advocates call for more whale safeguards in offshore wind surveys - National Fisherman,https://www.nationalfisherman.com/national-international/environment-advocates-call-for-more-whale-safeguards-in-offshore-wind-surveys,3/7/2022,Environment advocates call for more whale safeguards in offshore wind surveys&nbsp;&nbsp;National Fisherman,National Fisherman,Acoustic-Passive
"Habitat preferences, estimated abundance and behavior of tree hyrax (Dendrohyrax sp.) in fragmented montane forests of Taita Hills, Kenya | Scientific Reports - Nature.com",https://www.nature.com/articles/s41598-022-10235-7,4/15/2022,"Habitat preferences, estimated abundance and behavior of tree hyrax (Dendrohyrax sp.) in fragmented montane forests of Taita Hills, Kenya | Scientific Reports&nbsp;&nbsp;Nature.com",Nature.com,Acoustic-Passive
"NJDEP - News Release 22/P011 - Murphy Administration Announces Award of Funding for Offshore Wind Environmental Studies, Entry Into Regional Science Collaborative - NJ.gov",https://www.nj.gov/dep/newsrel/2022/22_0011.htm,3/11/2022,"NJDEP - News Release 22/P011 - Murphy Administration Announces Award of Funding for Offshore Wind Environmental Studies, Entry Into Regional Science Collaborative&nbsp;&nbsp;NJ.gov",NJ.gov,Acoustic-Passive
Researchers develop automated method to identify fish calls underwater - Welcome to NOAA Research - noaa.gov,https://research.noaa.gov/article/ArtMID/587/ArticleID/2820/Researchers-develop-automated-method-to-identify-fish-calls-underwater,1/6/2022,Researchers develop automated method to identify fish calls underwater - Welcome to NOAA Research&nbsp;&nbsp;noaa.gov,noaa.gov,Acoustic-Passive
Offshore wind report says Delaware could procure power at less than half current cost - Delaware First Media,https://www.delawarepublic.org/science-health-tech/2022-04-05/scientists-to-study-offshore-wind-effects-on-wildlife-as-delaware-awaits-wind-power-procurement-report,4/7/2022,Offshore wind report says Delaware could procure power at less than half current cost&nbsp;&nbsp;Delaware First Media,Delaware First Media,Acoustic-Passive
Save Right Whales Coalition calls for wind farm moratorium - Cape Cod Times,https://www.capecodtimes.com/story/news/2021/11/25/new-group-tries-stop-offshore-wind-turbine-vineyard-wind-project-protect-right-whales/8692329002/,11/25/2021,Save Right Whales Coalition calls for wind farm moratorium&nbsp;&nbsp;Cape Cod Times,Cape Cod Times,Acoustic-Passive
Amazon forests capture high levels of atmospheric mercury pollution from artisanal gold mining - Nature.com,https://www.nature.com/articles/s41467-022-27997-3,1/28/2022,Amazon forests capture high levels of atmospheric mercury pollution from artisanal gold mining&nbsp;&nbsp;Nature.com,Nature.com,Acoustic-Passive
Why ocean researchers want to create a global library of undersea sounds - Popular Science,https://www.popsci.com/technology/call-for-global-library-underwater-biological-sound/,3/19/2022,Why ocean researchers want to create a global library of undersea sounds&nbsp;&nbsp;Popular Science,Popular Science,Acoustic-Passive
