Title,Link,pubDate,Description,Source,Tag
"Cuts to local government spending, multimorbidity and health-related quality of life: A longitudinal ecological study in England - The Lancet",https://www.thelancet.com/journals/lanepe/article/PIIS2666-7762(22)00130-2/fulltext,6/10/2022,"Cuts to local government spending, multimorbidity and health-related quality of life: A longitudinal ecological study in England&nbsp;&nbsp;The Lancet",The Lancet,AI-RL
"Community: Washington Art Association to celebrate 70 years, more news - CT Insider",https://www.ctinsider.com/newmilford/article/Community-Washington-Art-Association-to-17221181.php,6/6/2022,"Community: Washington Art Association to celebrate 70 years, more news&nbsp;&nbsp;CT Insider",CT Insider,AI-RL
Predicted wind and solar energy expansion has minimal overlap with multiple conservation priorities across global regions | Proceedings of the National Academy of Sciences - pnas.org,https://www.pnas.org/doi/10.1073/pnas.2104764119,2/28/2022,Predicted wind and solar energy expansion has minimal overlap with multiple conservation priorities across global regions | Proceedings of the National Academy of Sciences&nbsp;&nbsp;pnas.org,pnas.org,AI-RL
Seeing The Forest For The Trees - Seeking Alpha,https://seekingalpha.com/article/4515119-seeing-the-forest-for-the-trees,5/28/2022,Seeing The Forest For The Trees&nbsp;&nbsp;Seeking Alpha,Seeking Alpha,AI-RL
"Fishing activity before closure, during closure, and after reopening of the Northeast Canyons and Seamounts Marine National Monument | Scientific Reports - Nature.com",https://www.nature.com/articles/s41598-021-03394-6,1/18/2022,"Fishing activity before closure, during closure, and after reopening of the Northeast Canyons and Seamounts Marine National Monument | Scientific Reports&nbsp;&nbsp;Nature.com",Nature.com,AI-RL
AI Experts Develop Big Data Approach for Wildlife Preservation - Unite.AI,https://www.unite.ai/ai-experts-develop-big-data-approach-for-wildlife-preservation/,2/13/2022,AI Experts Develop Big Data Approach for Wildlife Preservation&nbsp;&nbsp;Unite.AI,Unite.AI,AI-RL
Food worry and mental health outcomes during the COVID-19 pandemic - BMC Public Health - BMC Public Health,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-13410-7,5/17/2022,Food worry and mental health outcomes during the COVID-19 pandemic - BMC Public Health&nbsp;&nbsp;BMC Public Health,BMC Public Health,AI-RL
"Breakfast skipping and its relationship with academic performance in Ethiopian school-aged children, 2019 - BMC Nutrition - BioMed Central",https://bmcnutr.biomedcentral.com/articles/10.1186/s40795-022-00545-4,6/1/2022,"Breakfast skipping and its relationship with academic performance in Ethiopian school-aged children, 2019 - BMC Nutrition&nbsp;&nbsp;BioMed Central",BioMed Central,AI-RL
Stressed out? Book a stay at this heat-baked oasis of calm - The Australian Financial Review,https://www.afr.com/life-and-luxury/travel/stressed-out-book-a-stay-at-this-heat-baked-oasis-of-calm-20220601-p5aq8l,6/7/2022,Stressed out? Book a stay at this heat-baked oasis of calm&nbsp;&nbsp;The Australian Financial Review,The Australian Financial Review,AI-RL
"Community: Washington Art Association Summer Solstice Festival, more news - CT Insider",https://www.ctinsider.com/newmilford/article/Community-Washington-Art-Association-Summer-17208330.php,5/31/2022,"Community: Washington Art Association Summer Solstice Festival, more news&nbsp;&nbsp;CT Insider",CT Insider,AI-RL
"Factors associated with sexual violence among waitresses working in Bahir Dar City, Ethiopia: a mixed-method study - BMC Women's Health - BioMed Central",https://bmcwomenshealth.biomedcentral.com/articles/10.1186/s12905-022-01806-x,6/6/2022,"Factors associated with sexual violence among waitresses working in Bahir Dar City, Ethiopia: a mixed-method study - BMC Women's Health&nbsp;&nbsp;BioMed Central",BioMed Central,AI-RL
India Launches National Data and Analytics Platform - OpenGov Asia,https://opengovasia.com/india-launches-national-data-and-analytics-platform/,5/18/2022,India Launches National Data and Analytics Platform&nbsp;&nbsp;OpenGov Asia,OpenGov Asia,AI-RL
