Title,Link,pubDate,Description,Source,Tag
5 expert tips on introducing a smart factory system: Whitley - FierceElectronics,https://www.fierceelectronics.com/sensors/5-expert-tips-introducing-smart-factory-system-whitley,6/10/2022,5 expert tips on introducing a smart factory system: Whitley&nbsp;&nbsp;FierceElectronics,FierceElectronics,IoT-General
"Wireless Communication Technologies in Healthcare Market Trends, Business Overview, Future Demand, Industry Growth, Dynamic Innovations and Forecast to 2028 | Latest Release By IBI - Digital Journal",https://www.digitaljournal.com/pr/wireless-communication-technologies-in-healthcare-market-trends-business-overview-future-demand-industry-growth-dynamic-innovations-and-forecast-to-2028-latest-release-by-ibi,6/13/2022,"Wireless Communication Technologies in Healthcare Market Trends, Business Overview, Future Demand, Industry Growth, Dynamic Innovations and Forecast to 2028 | Latest Release By IBI&nbsp;&nbsp;Digital Journal",Digital Journal,IoT-General
Arm aims new image signal processor at IoT embedded computer vision apps - FierceElectronics,https://www.fierceelectronics.com/iot-wireless/arm-aims-new-image-signal-processor-iot-embedded-computer-vision-apps,6/8/2022,Arm aims new image signal processor at IoT embedded computer vision apps&nbsp;&nbsp;FierceElectronics,FierceElectronics,IoT-General
"SlothBots, SnotBots, and Robobees: The role of robotics in conservation - Verdict",https://www.verdict.co.uk/robotics-in-conservation/,6/9/2022,"SlothBots, SnotBots, and Robobees: The role of robotics in conservation&nbsp;&nbsp;Verdict",Verdict,IoT-General
Single-Use Plastics to Be Banned in National Parks - Environment + Energy Leader,https://www.environmentalleader.com/2022/06/single-use-plastics-to-be-banned-in-national-parks/,6/9/2022,Single-Use Plastics to Be Banned in National Parks&nbsp;&nbsp;Environment + Energy Leader,Environment + Energy Leader,IoT-General
7 Exciting Ways Researchers Study Elusive and Endangered Wildlife • The Revelator - The Revelator,https://therevelator.org/conservation-technology/,2/16/2022,7 Exciting Ways Researchers Study Elusive and Endangered Wildlife • The Revelator&nbsp;&nbsp;The Revelator,The Revelator,IoT-General
Data from thousands of cameras confirms protected areas promote mammal diversity - Science Daily,https://www.sciencedaily.com/releases/2022/01/220127120156.htm,1/27/2022,Data from thousands of cameras confirms protected areas promote mammal diversity&nbsp;&nbsp;Science Daily,Science Daily,IoT-General
"In Rush to Profit, Albania Puts Protected Coastal Areas as Risk - Balkan Insight",https://balkaninsight.com/2022/05/17/in-rush-to-profit-albania-puts-protected-coastal-areas-as-risk/,5/17/2022,"In Rush to Profit, Albania Puts Protected Coastal Areas as Risk&nbsp;&nbsp;Balkan Insight",Balkan Insight,IoT-General
Evaluating the benefits and risks of social media for wildlife conservation - FACETS Journal,https://www.facetsjournal.com/doi/10.1139/facets-2021-0112,3/10/2022,Evaluating the benefits and risks of social media for wildlife conservation&nbsp;&nbsp;FACETS Journal,FACETS Journal,IoT-General
Esri's Dawn Wright Will Journey to Challenger Deep with Explorer Victor Vescovo - Business Wire,https://www.businesswire.com/news/home/20220608005274/en/Esris-Dawn-Wright-Will-Journey-to-Challenger-Deep-with-Explorer-Victor-Vescovo,6/8/2022,Esri's Dawn Wright Will Journey to Challenger Deep with Explorer Victor Vescovo&nbsp;&nbsp;Business Wire,Business Wire,IoT-General
How lidar hardware and perception software aid OEM differentiation: Sharma - FierceElectronics,https://www.fierceelectronics.com/sensors/how-lidar-hardware-and-perception-software-aid-oem-differentiation-sharma,6/13/2022,How lidar hardware and perception software aid OEM differentiation: Sharma&nbsp;&nbsp;FierceElectronics,FierceElectronics,IoT-General
"Verizon, T-Mobile Prep for 5G Spectrum Surgery - SDxCentral",https://www.sdxcentral.com/articles/news/verizon-t-mobile-spin-5g-spectrum-surgery/2022/06/,6/14/2022,"Verizon, T-Mobile Prep for 5G Spectrum Surgery&nbsp;&nbsp;SDxCentral",SDxCentral,IoT-General
How to Manage Cyber Vulnerability in the Pharmaceutical Industry - Programming Insider,https://programminginsider.com/how-to-manage-cyber-vulnerability-in-the-pharmaceutical-industry/,6/9/2022,How to Manage Cyber Vulnerability in the Pharmaceutical Industry&nbsp;&nbsp;Programming Insider,Programming Insider,IoT-General
Renesas to buy Reality AI for embedded and tinyML products in non-visual sensing - FierceElectronics,https://www.fierceelectronics.com/sensors/renesas-buy-reality-ai-embedded-and-tinyml-products-non-visual-sensing,6/9/2022,Renesas to buy Reality AI for embedded and tinyML products in non-visual sensing&nbsp;&nbsp;FierceElectronics,FierceElectronics,IoT-General
Law Protected Wildfire Victim After Insurer Ended Policy - Government Technology,https://www.govtech.com/em/safety/law-protected-wildfire-victim-after-insurer-ended-policy,6/3/2022,Law Protected Wildfire Victim After Insurer Ended Policy&nbsp;&nbsp;Government Technology,Government Technology,IoT-General
"Wearable shipments drop first time in 1Q except Apple, IDC says - FierceElectronics",https://www.fierceelectronics.com/sensors/wearable-shipments-drop-first-time-1q-except-apple-idc-says,6/7/2022,"Wearable shipments drop first time in 1Q except Apple, IDC says&nbsp;&nbsp;FierceElectronics",FierceElectronics,IoT-General
Protective security has always been govt's main concern: Mohd Zuki - theSundaily,https://www.thesundaily.my/local/protective-security-has-always-been-govt-s-main-concern-mohd-zuki-NI9309294,6/9/2022,Protective security has always been govt's main concern: Mohd Zuki&nbsp;&nbsp;theSundaily,theSundaily,IoT-General
Why NI is vital in addressing RAN threats - Ericsson,https://www.ericsson.com/en/blog/2022/6/why-network-intelligence-is-vital-in-addressing-ran-threats,6/14/2022,Why NI is vital in addressing RAN threats&nbsp;&nbsp;Ericsson,Ericsson,IoT-General
Experts: AI inventors' designs should be protected in law - The Register,https://www.theregister.com/2022/05/28/experts_ai_patent_law/,5/28/2022,Experts: AI inventors' designs should be protected in law&nbsp;&nbsp;The Register,The Register,IoT-General
Amazon River Freshwater Fish Show Signs of Overexploitation - Lab Manager Magazine,https://www.labmanager.com/news/amazon-river-freshwater-fish-show-signs-of-overexploitation-28245,6/9/2022,Amazon River Freshwater Fish Show Signs of Overexploitation&nbsp;&nbsp;Lab Manager Magazine,Lab Manager Magazine,IoT-General
Transforming intrusion alarm systems with power-intelligent analog computing architecture - FierceElectronics,https://www.fierceelectronics.com/sensors/transforming-intrusion-alarm-systems-power-intelligent-analog-computing-architecture,6/8/2022,Transforming intrusion alarm systems with power-intelligent analog computing architecture&nbsp;&nbsp;FierceElectronics,FierceElectronics,IoT-General
Huawei and partners help protect biodiversity through intelligent technology - Euronews,https://www.euronews.com/green/2021/09/10/huawei-and-partners-help-protect-biodiversity-through-intelligent-technology,9/13/2021,Huawei and partners help protect biodiversity through intelligent technology&nbsp;&nbsp;Euronews,Euronews,IoT-General
"ECOSOC Commissions, Intergovernmental Bodies Provide Inputs for 2022 HLPF | News | SDG Knowledge Hub | IISD - IISD's SDG Knowledge Hub",https://sdg.iisd.org/news/ecosoc-commissions-intergovernmental-bodies-provide-inputs-for-2022-hlpf/,5/18/2022,"ECOSOC Commissions, Intergovernmental Bodies Provide Inputs for 2022 HLPF | News | SDG Knowledge Hub | IISD&nbsp;&nbsp;IISD's SDG Knowledge Hub",IISD's SDG Knowledge Hub,IoT-General
The nexus between DX and GX: How tech can accelerate the green energy transition - White & Case LLP,https://www.whitecase.com/publications/alert/nexus-between-dx-and-gx-how-tech-can-accelerate-green-energy-transition,5/24/2022,The nexus between DX and GX: How tech can accelerate the green energy transition&nbsp;&nbsp;White & Case LLP,White & Case LLP,IoT-General
Resilient 5G: Secure platform for digitalizing business - Ericsson,https://www.ericsson.com/en/blog/2022/5/resilient-5g-secure-platform-digital-business,5/19/2022,Resilient 5G: Secure platform for digitalizing business&nbsp;&nbsp;Ericsson,Ericsson,IoT-General
Wing Stop - KNPR,https://knpr.org/desert-companion/2022-05/wing-stop,5/27/2022,Wing Stop&nbsp;&nbsp;KNPR,KNPR,IoT-General
Effective Ways to Use the Internet of Things for Small Businesses - Analytics Insight,https://www.analyticsinsight.net/effective-ways-to-use-the-internet-of-things-for-small-businesses/,5/23/2022,Effective Ways to Use the Internet of Things for Small Businesses&nbsp;&nbsp;Analytics Insight,Analytics Insight,IoT-General
Cyber attacks in the manufacturing sector - Lexology,https://www.lexology.com/library/detail.aspx?g=4211543b-eae5-4807-9111-851d47b30cd5,6/1/2022,Cyber attacks in the manufacturing sector&nbsp;&nbsp;Lexology,Lexology,IoT-General
15 Conservation Issues to Watch in 2022 - Scientific American,https://www.scientificamerican.com/article/15-conservation-issues-to-watch-in-2022/,12/30/2021,15 Conservation Issues to Watch in 2022&nbsp;&nbsp;Scientific American,Scientific American,IoT-General
Volunteers Make our Year | US Fish & Wildlife Service - US Fish and Wildlife Service,https://www.fws.gov/story/volunteers-make-our-year,4/19/2022,Volunteers Make our Year | US Fish & Wildlife Service&nbsp;&nbsp;US Fish and Wildlife Service,US Fish and Wildlife Service,IoT-General
"Metadata Management Solutions Market Provides in-depth analysis of the Industry, with Current Trends and Future Estimations to Elucidate the Investment Pockets | (2020-2028) – Indian Defence News - Indian Defence News",https://indiandefencenews.info/69493/news/metadata-management-solutions-market-provides-in-depth-analysis-of-the-industry-with-current-trends-and-future-estimations-to-elucidate-the-investment-pockets-2020-2028/,6/14/2022,"Metadata Management Solutions Market Provides in-depth analysis of the Industry, with Current Trends and Future Estimations to Elucidate the Investment Pockets | (2020-2028) – Indian Defence News&nbsp;&nbsp;Indian Defence News",Indian Defence News,IoT-General
Marine protected areas: how the rules benefit sailors - Yachting Monthly,https://www.yachtingmonthly.com/sailing-skills/marine-protected-areas-how-the-rules-benefit-sailors-84599,4/5/2022,Marine protected areas: how the rules benefit sailors&nbsp;&nbsp;Yachting Monthly,Yachting Monthly,IoT-General
"India and The Netherlands: Common Challenges, complementary capabilities - The Week",https://www.theweek.in/news/biz-tech/2022/06/14/india-and-the-netherlands-common-challenges-complementary-capabilities.html,6/14/2022,"India and The Netherlands: Common Challenges, complementary capabilities&nbsp;&nbsp;The Week",The Week,IoT-General
How to approach patenting innovation around digital biomarkers - Lexology,https://www.lexology.com/library/detail.aspx?g=1c5eae6b-0796-4a91-b262-0fa26abc6d51,5/25/2022,How to approach patenting innovation around digital biomarkers&nbsp;&nbsp;Lexology,Lexology,IoT-General
Working with Newfoundland and Labrador to halt biodiversity loss Français - Canada NewsWire,https://www.newswire.ca/news-releases/working-with-newfoundland-and-labrador-to-halt-biodiversity-loss-823472445.html,4/6/2022,Working with Newfoundland and Labrador to halt biodiversity loss Français&nbsp;&nbsp;Canada NewsWire,Canada NewsWire,IoT-General
Reducing the Risk - Security Today,https://securitytoday.com/articles/2022/05/31/reducing-the-risk.aspx,5/31/2022,Reducing the Risk&nbsp;&nbsp;Security Today,Security Today,IoT-General
"Lessons from panda conservation could help Asia's other, overlooked, bears - Mongabay.com",https://news.mongabay.com/2022/05/lessons-from-panda-conservation-could-help-asias-other-overlooked-bears/,5/9/2022,"Lessons from panda conservation could help Asia's other, overlooked, bears&nbsp;&nbsp;Mongabay.com",Mongabay.com,IoT-General
World Oceans Day: What is the blue economy? - edie.net,https://www.edie.net/world-oceans-day-what-is-the-blue-economy/,6/8/2022,World Oceans Day: What is the blue economy?&nbsp;&nbsp;edie.net,edie.net,IoT-General
The World Must Protect 30% of Land and Oceans by 2030. Is It Possible? - Global Citizen,https://www.globalcitizen.org/en/content/30x30-land-and-ocean-by-2030-explainer/,8/16/2021,The World Must Protect 30% of Land and Oceans by 2030. Is It Possible?&nbsp;&nbsp;Global Citizen,Global Citizen,IoT-General
Eurolink's Beluga Drone: Classic Design and State-of-the-Art Performance - Commercial UAV News,https://www.commercialuavnews.com/international/eurolink-s-beluga-drone-classic-design-and-state-of-the-art-performance,5/27/2022,Eurolink's Beluga Drone: Classic Design and State-of-the-Art Performance&nbsp;&nbsp;Commercial UAV News,Commercial UAV News,IoT-General
Global heating in the Arctic threatens Siberian tundra - DW (English),https://www.dw.com/en/global-heating-in-the-arctic-threatens-siberian-tundra/a-61995924,6/1/2022,Global heating in the Arctic threatens Siberian tundra&nbsp;&nbsp;DW (English),DW (English),IoT-General
Biodiversity Conservation in China - Chinadaily.com.cn - China Daily,https://global.chinadaily.com.cn/a/202110/09/WS6160e637a310cdd39bc6db99.html,10/9/2021,Biodiversity Conservation in China - Chinadaily.com.cn&nbsp;&nbsp;China Daily,China Daily,IoT-General
How AI is supporting wildlife and site protection - Ericsson,https://www.ericsson.com/en/blog/2021/11/ai-for-protecting-mangroves-site-protection,11/5/2021,How AI is supporting wildlife and site protection&nbsp;&nbsp;Ericsson,Ericsson,IoT-General
Lift Truck Series: Lift truck safety gets proactive with sensors - Modern Materials Handling,https://www.mmh.com/article/lift_truck_safety_gets_proactive_with_sensors,6/7/2022,Lift Truck Series: Lift truck safety gets proactive with sensors&nbsp;&nbsp;Modern Materials Handling,Modern Materials Handling,IoT-General
How Digital Tools Help Hotels Ensure Food Safety While Protecting Brand Reputation and Meeting Guest Expectations | - Hotel Technology News,https://hoteltechnologynews.com/2022/05/how-digital-tools-help-hotels-ensure-food-safety-while-protecting-brand-reputation-and-meeting-guest-expectations/,5/25/2022,How Digital Tools Help Hotels Ensure Food Safety While Protecting Brand Reputation and Meeting Guest Expectations |&nbsp;&nbsp;Hotel Technology News,Hotel Technology News,IoT-General
What are NFTs and can they help wildlife conservation? - BBC Discover Wildlife,https://www.discoverwildlife.com/people/nfts-guide-wildlife-conservation-charities-funds/,2/26/2022,What are NFTs and can they help wildlife conservation?&nbsp;&nbsp;BBC Discover Wildlife,BBC Discover Wildlife,IoT-General
Look what's on the conservation horizon | - Ensia,https://ensia.com/articles/conservation-biodiversity-2022/,11/29/2021,Look what's on the conservation horizon |&nbsp;&nbsp;Ensia,Ensia,IoT-General
Horizon scan: the opportunities and threats facing Earth’s biodiversity - The Guardian,https://www.theguardian.com/environment/2021/dec/31/horizon-scan-the-opportunities-and-threats-facing-earths-biodiversity,12/31/2021,Horizon scan: the opportunities and threats facing Earth’s biodiversity&nbsp;&nbsp;The Guardian,The Guardian,IoT-General
Centum Services deploys Rubrik recovery solutions to Royal Flying Doctors Service Queensland - CRN Australia,https://www.crn.com.au/news/centum-services-deploys-rubrik-recovery-solutions-to-royal-flying-doctors-service-queensland-581305,6/14/2022,Centum Services deploys Rubrik recovery solutions to Royal Flying Doctors Service Queensland&nbsp;&nbsp;CRN Australia,CRN Australia,IoT-General
Study: Few places will struggle to balance renewables and conservation - Ars Technica,https://arstechnica.com/science/2022/02/renewable-energy-and-land-conservation-dont-clash-as-much-as-feared/,2/1/2022,Study: Few places will struggle to balance renewables and conservation&nbsp;&nbsp;Ars Technica,Ars Technica,IoT-General
"Buoyant tech sector bucking the UK trend, says consultancy - The Register",https://www.theregister.com/2022/06/07/buoyant_uk_tech_sector_bucking/,6/7/2022,"Buoyant tech sector bucking the UK trend, says consultancy&nbsp;&nbsp;The Register",The Register,IoT-General
Recovering America’s Wildlife Act: Conservationists’ hope for species at risk - WHYY,https://whyy.org/articles/recovering-americas-wildlife-act-conservationists-hope-for-species-at-risk/,1/18/2022,Recovering America’s Wildlife Act: Conservationists’ hope for species at risk&nbsp;&nbsp;WHYY,WHYY,IoT-General
Sustainable Hotel design trends of Antara Luxury River Cruises and Heritage River Journeys - Hotelier India,https://www.hotelierindia.com/operations/sustainable-hotel-design-trends-of-antara-luxury-river-cruises-and-heritage-river-journeys,6/7/2022,Sustainable Hotel design trends of Antara Luxury River Cruises and Heritage River Journeys&nbsp;&nbsp;Hotelier India,Hotelier India,IoT-General
NatureServe's Map of Biodiversity Importance Pin-points Areas of Conservation Priority - GlobeNewswire,https://www.globenewswire.com/news-release/2022/03/07/2398124/0/en/NatureServe-s-Map-of-Biodiversity-Importance-Pin-points-Areas-of-Conservation-Priority.html,3/7/2022,NatureServe's Map of Biodiversity Importance Pin-points Areas of Conservation Priority&nbsp;&nbsp;GlobeNewswire,GlobeNewswire,IoT-General
Far-reaching sustainable campus project launched at UCT - University of Cape Town News,http://www.news.uct.ac.za/article/-2022-05-16-far-reaching-sustainable-campus-project-launched-at-uct,5/16/2022,Far-reaching sustainable campus project launched at UCT&nbsp;&nbsp;University of Cape Town News,University of Cape Town News,IoT-General
"Analysis | At Summit of the Americas, Biden seeks unity on climate change - The Washington Post",https://www.washingtonpost.com/politics/2022/06/09/summit-americas-biden-seeks-unity-climate-change/,6/9/2022,"Analysis | At Summit of the Americas, Biden seeks unity on climate change&nbsp;&nbsp;The Washington Post",The Washington Post,IoT-General
U.S. government proposals spell out 5G security advancements - CSO Online,https://www.csoonline.com/article/3662075/u-s-government-proposals-spell-out-5g-security-advancements.html,5/31/2022,U.S. government proposals spell out 5G security advancements&nbsp;&nbsp;CSO Online,CSO Online,IoT-General
Bottom trawling triples in key marine protected area despite Brexit promise - The Guardian,https://www.theguardian.com/environment/2022/feb/28/bottom-trawling-triples-in-key-marine-protected-area-despite-brexit-promise,2/28/2022,Bottom trawling triples in key marine protected area despite Brexit promise&nbsp;&nbsp;The Guardian,The Guardian,IoT-General
LoRaWAN-enabled IoT being used to save Africa's endangered wildlife from poachers - IT World Canada,https://www.itworldcanada.com/article/lorawan-enabled-iot-being-used-to-save-africas-endangered-wildlife-from-poachers/480322,4/22/2022,LoRaWAN-enabled IoT being used to save Africa's endangered wildlife from poachers&nbsp;&nbsp;IT World Canada,IT World Canada,IoT-General
A first for large African mammals: DNA used to count Gabon's endangered forest elephants - Down To Earth Magazine,https://www.downtoearth.org.in/blog/wildlife-biodiversity/a-first-for-large-african-mammals-dna-used-to-count-gabon-s-endangered-forest-elephants-81843,3/7/2022,A first for large African mammals: DNA used to count Gabon's endangered forest elephants&nbsp;&nbsp;Down To Earth Magazine,Down To Earth Magazine,IoT-General
Digital Tech SMEs in Joint Venture to Tap Opportunities in Oil Industry :: Uganda Radionetwork - Uganda Radio Network,https://ugandaradionetwork.net/story/digital-tech-smes-in-joint-venture-to-tap-opportunities-in-oil-industry,5/17/2022,Digital Tech SMEs in Joint Venture to Tap Opportunities in Oil Industry :: Uganda Radionetwork&nbsp;&nbsp;Uganda Radio Network,Uganda Radio Network,IoT-General
Secure Automotive Ethernet Switch Adds Lockstep Dual-Core CPU - Electronic Design,https://www.electronicdesign.com/markets/automotive/article/21243783/electronic-design-secure-automotive-ethernet-switch-adds-lockstep-dualcore-cpu,6/9/2022,Secure Automotive Ethernet Switch Adds Lockstep Dual-Core CPU&nbsp;&nbsp;Electronic Design ,Electronic Design,IoT-General
Wildlife camera trap surveys provide new insights into the occurrence of two threatened Annamite endemics in Viet Nam and Laos - Science Daily,https://www.sciencedaily.com/releases/2022/02/220222135259.htm,2/22/2022,Wildlife camera trap surveys provide new insights into the occurrence of two threatened Annamite endemics in Viet Nam and Laos&nbsp;&nbsp;Science Daily,Science Daily,IoT-General
Sennheiser Momentum True Wireless 3 earphones review - stunning sound quality - Tech Guide,https://www.techguide.com.au/reviews/audio-reviews/sennheiser-momentum-true-wireless-3-earphones-review-stunning-sound-quality/,6/5/2022,Sennheiser Momentum True Wireless 3 earphones review - stunning sound quality&nbsp;&nbsp;Tech Guide,Tech Guide,IoT-General
What Happened on Day 85 of the War in Ukraine - The New York Times,https://www.nytimes.com/live/2022/05/19/world/russia-ukraine-war,5/19/2022,What Happened on Day 85 of the War in Ukraine&nbsp;&nbsp;The New York Times,The New York Times,IoT-General
Facial Recognition Technology for Wildlife Protection in China - OpenGov Asia,https://opengovasia.com/facial-recognition-technology-for-wildlife-protection-in-china/,1/6/2022,Facial Recognition Technology for Wildlife Protection in China&nbsp;&nbsp;OpenGov Asia,OpenGov Asia,IoT-General
BlackBerry and Google launch Chrome Enterprise Management with BlackBerry UEM - BlackBerry,https://www.blackberry.com/us/en/company/newsroom/press-releases/2022/blackberry-and-google-launch-chrome-enterprise-management-with-blackberry-uem,5/27/2022,BlackBerry and Google launch Chrome Enterprise Management with BlackBerry UEM&nbsp;&nbsp;BlackBerry,BlackBerry,IoT-General
"COVER STORY: AI driving solutions in healthcare, gender equality and wildlife conservation - Digital Nation",https://www.itnews.com.au/digitalnation/video/cover-story-ai-driving-solutions-in-healthcare-gender-equality-and-wildlife-conservation-579755,5/10/2022,"COVER STORY: AI driving solutions in healthcare, gender equality and wildlife conservation&nbsp;&nbsp;Digital Nation",Digital Nation,IoT-General
partners to protect Philippines mangrove wetlands - Ericsson,https://www.ericsson.com/en/press-releases/2/2022/1/ericsson-pldt-and-smart-connect-for-environmental-conservation-in-the-philippines,1/25/2022,partners to protect Philippines mangrove wetlands&nbsp;&nbsp;Ericsson,Ericsson,IoT-General
"Amid Pandemic, Tribal-Run Conservation in Africa Proves Resilient - Yale Environment 360",https://e360.yale.edu/features/amid-pandemic-tribal-run-conservation-in-africa-proves-resilient,1/18/2022,"Amid Pandemic, Tribal-Run Conservation in Africa Proves Resilient&nbsp;&nbsp;Yale Environment 360",Yale Environment 360,IoT-General
Tom Lovejoy's enduring legacy to the planet - Mongabay.com,https://news.mongabay.com/2022/01/tom-lovejoys-enduring-legacy-to-the-planet/,1/7/2022,Tom Lovejoy's enduring legacy to the planet&nbsp;&nbsp;Mongabay.com,Mongabay.com,IoT-General
Earth Day Interview with Richard Weller: A Hopeful Vision for Global Conservation - American Society of Landscape Architects,https://dirt.asla.org/2022/04/18/earth-day-interview-with-richard-weller-a-bold-vision-for-global-conservation/,4/18/2022,Earth Day Interview with Richard Weller: A Hopeful Vision for Global Conservation&nbsp;&nbsp;American Society of Landscape Architects,American Society of Landscape Architects,IoT-General
How Costa Rica reversed deforestation and raised millions for conservation - Diálogo Chino,https://dialogochino.net/en/climate-energy/how-costa-rica-deforestation-millions-for-conservation/,1/7/2022,How Costa Rica reversed deforestation and raised millions for conservation&nbsp;&nbsp;Diálogo Chino,Diálogo Chino,IoT-General
APU CollaborateS to Reskill & Upskill Aviation Crews - OpenGov Asia,https://opengovasia.com/apu-collaborates-to-reskill-upskill-aviation-crews/,5/19/2022,APU CollaborateS to Reskill & Upskill Aviation Crews&nbsp;&nbsp;OpenGov Asia,OpenGov Asia,IoT-General
"Ghana’s best national parks for wildlife viewing, canopy walks and more - Lonely Planet Travel News",https://www.lonelyplanet.com/articles/best-national-parks-ghana,3/17/2022,"Ghana’s best national parks for wildlife viewing, canopy walks and more&nbsp;&nbsp;Lonely Planet Travel News",Lonely Planet Travel News,IoT-General
MITRE's New “System of Trust” Protects Vulnerable Supply Chains - The MITRE Corporation,https://www.mitre.org/news/press-releases/mitre-new-system-of-trust-protects-vulnerable-supply-chains,6/6/2022,MITRE's New “System of Trust” Protects Vulnerable Supply Chains&nbsp;&nbsp;The MITRE Corporation,The MITRE Corporation,IoT-General
Smart Locks to Smarter Security Systems: Twelve Tips from Alarm.com For New Homeowners and Recent Movers - The Bakersfield Californian,https://www.bakersfield.com/ap/news/smart-locks-to-smarter-security-systems-twelve-tips-from-alarm-com-for-new-homeowners-and/article_e7972651-03df-50fa-aab8-30f3a76bfe76.html,6/8/2022,Smart Locks to Smarter Security Systems: Twelve Tips from Alarm.com For New Homeowners and Recent Movers&nbsp;&nbsp;The Bakersfield Californian,The Bakersfield Californian,IoT-General
SUSE Unveils Comprehensive Infrastructure Security Stack to Enable Business Transformation - Yahoo Finance,https://finance.yahoo.com/news/suse-unveils-comprehensive-infrastructure-security-120000720.html,6/7/2022,SUSE Unveils Comprehensive Infrastructure Security Stack to Enable Business Transformation&nbsp;&nbsp;Yahoo Finance,Yahoo Finance,IoT-General
IBM plans to acquire Randori. RSA Conference is underway. Booz Allen Hamilton awarded NASA contract. - The CyberWire,https://thecyberwire.com/newsletters/business-briefing/4/23,6/8/2022,IBM plans to acquire Randori. RSA Conference is underway. Booz Allen Hamilton awarded NASA contract.&nbsp;&nbsp;The CyberWire,The CyberWire,IoT-General
"Plans for Paya Lebar Air Base to be 'new generation town', Springleaf estate to retain rich biodiversity - TODAY",https://www.todayonline.com/singapore/paya-lebar-air-base-heritage-ura-plan-town-springleaf-biodiversity-1915921,6/6/2022,"Plans for Paya Lebar Air Base to be 'new generation town', Springleaf estate to retain rich biodiversity&nbsp;&nbsp;TODAY",TODAY,IoT-General
Can billionaires like Amazon ex-CEO Jeff Bezos slow extinction and climate change? - Vox.com,https://www.vox.com/down-to-earth/22686696/jeff-bezos-amazon-billionaires-biodiversity-conservation,11/2/2021,Can billionaires like Amazon ex-CEO Jeff Bezos slow extinction and climate change?&nbsp;&nbsp;Vox.com,Vox.com,IoT-General
Blockchain security vulnerabilities (2022) - Dataconomy,https://dataconomy.com/2022/06/blockchain-security-vulnerabilities-2022/,6/8/2022,Blockchain security vulnerabilities (2022)&nbsp;&nbsp;Dataconomy,Dataconomy,IoT-General
