Title,Link,pubDate,Description,Source,Tag
Are Wildlife Identification Apps Good for Conservation? • The Revelator - The Revelator,https://therevelator.org/wildlife-apps-conservation/,12/8/2021,Are Wildlife Identification Apps Good for Conservation? • The Revelator&nbsp;&nbsp;The Revelator,The Revelator,AI-Classification
"Ha Long, Vietnam Formulates Plan to Boost Digital Payment Transactions - OpenGov Asia",https://opengovasia.com/ha-long-vietnam-formulates-plan-to-boost-digital-payment-transactions/,6/13/2022,"Ha Long, Vietnam Formulates Plan to Boost Digital Payment Transactions&nbsp;&nbsp;OpenGov Asia",OpenGov Asia,AI-Classification
HKUST and HKPC Launch Joint Research Lab for Industrial AI and Robotics - OpenGov Asia,https://opengovasia.com/hkust-and-hkpc-launch-joint-research-lab-for-industrial-ai-and-robotics/,6/12/2022,HKUST and HKPC Launch Joint Research Lab for Industrial AI and Robotics&nbsp;&nbsp;OpenGov Asia,OpenGov Asia,AI-Classification
Clarifying the taxonomy of some cryptic blennies (Blenniidae) in their native and introduced range | Scientific Reports - Nature.com,https://www.nature.com/articles/s41598-022-12580-z,6/9/2022,Clarifying the taxonomy of some cryptic blennies (Blenniidae) in their native and introduced range | Scientific Reports&nbsp;&nbsp;Nature.com,Nature.com,AI-Classification
Neuropathic pain caused by miswiring and abnormal end organ targeting - Nature.com,https://www.nature.com/articles/s41586-022-04777-z,5/25/2022,Neuropathic pain caused by miswiring and abnormal end organ targeting&nbsp;&nbsp;Nature.com,Nature.com,AI-Classification
Myriapod genomes reveal ancestral horizontal gene transfer and hormonal gene loss in millipedes - Nature.com,https://www.nature.com/articles/s41467-022-30690-0,5/30/2022,Myriapod genomes reveal ancestral horizontal gene transfer and hormonal gene loss in millipedes&nbsp;&nbsp;Nature.com,Nature.com,AI-Classification
Global patterns of raptor distribution and protected areas optimal selection to reduce the extinction crises | Proceedings of the National Academy of Sciences - pnas.org,https://www.pnas.org/content/118/37/e2018203118,8/30/2021,Global patterns of raptor distribution and protected areas optimal selection to reduce the extinction crises | Proceedings of the National Academy of Sciences&nbsp;&nbsp;pnas.org,pnas.org,AI-Classification
Biodefense Headlines – 29 May 2022 - Global Biodefense,https://globalbiodefense.com/2022/05/29/biodefense-headlines-29-may-2022/,5/29/2022,Biodefense Headlines – 29 May 2022&nbsp;&nbsp;Global Biodefense,Global Biodefense,AI-Classification
The Centres for Disease Control light trap (CDC-LT) and the human decoy trap (HDT) compared to the human landing catch (HLC) for measuring Anopheles biting in rural Tanzania - Malaria Journal - Malaria Journal,https://malariajournal.biomedcentral.com/articles/10.1186/s12936-022-04192-9,6/11/2022,The Centres for Disease Control light trap (CDC-LT) and the human decoy trap (HDT) compared to the human landing catch (HLC) for measuring Anopheles biting in rural Tanzania - Malaria Journal&nbsp;&nbsp;Malaria Journal,Malaria Journal,AI-Classification
Immune-related genes in AMI | JIR - Dove Medical Press,https://www.dovepress.com/identification-of-immune-related-genes-in-patients-with-acute-myocardi-peer-reviewed-fulltext-article-JIR,6/3/2022,Immune-related genes in AMI | JIR&nbsp;&nbsp;Dove Medical Press,Dove Medical Press,AI-Classification
EXCLUSIVE! Real Transformation – Championing Regulatory and Market Pressure - OpenGov Asia,https://opengovasia.com/exclusive-real-transformation-championing-regulatory-and-market-pressure/,6/9/2022,EXCLUSIVE! Real Transformation – Championing Regulatory and Market Pressure&nbsp;&nbsp;OpenGov Asia,OpenGov Asia,AI-Classification
Dataset Reveals Singapore's Sea-Level History over 10000 Years - OpenGov Asia,https://opengovasia.com/dataset-reveals-singapores-sea-level-history-over-10000-years/,6/11/2022,Dataset Reveals Singapore's Sea-Level History over 10000 Years&nbsp;&nbsp;OpenGov Asia,OpenGov Asia,AI-Classification
Singapore Streamlines Online Passport Applications – OpenGov Asia - OpenGov Asia,https://opengovasia.com/singapore-streamlines-online-passport-applications/,6/13/2022,Singapore Streamlines Online Passport Applications – OpenGov Asia&nbsp;&nbsp;OpenGov Asia,OpenGov Asia,AI-Classification
Effectiveness of protection areas in safeguarding biodiversity and ecosystem services in Tibet Autonomous Region | Scientific Reports - Nature.com,https://www.nature.com/articles/s41598-021-03653-6,1/21/2022,Effectiveness of protection areas in safeguarding biodiversity and ecosystem services in Tibet Autonomous Region | Scientific Reports&nbsp;&nbsp;Nature.com,Nature.com,AI-Classification
Using Blockchain Technology in Environmental Conservation - EARTH.ORG,https://earth.org/using-blockchain-technology-in-environmental-conservation/,2/28/2022,Using Blockchain Technology in Environmental Conservation&nbsp;&nbsp;EARTH.ORG,EARTH.ORG,AI-Classification
Predicted wind and solar energy expansion has minimal overlap with multiple conservation priorities across global regions | Proceedings of the National Academy of Sciences - pnas.org,https://www.pnas.org/doi/10.1073/pnas.2104764119,2/28/2022,Predicted wind and solar energy expansion has minimal overlap with multiple conservation priorities across global regions | Proceedings of the National Academy of Sciences&nbsp;&nbsp;pnas.org,pnas.org,AI-Classification
COVID-19 & Other Global Health Issues Virtual Press conference transcript - 17 May 2022 - World Health Organization,https://www.who.int/publications/m/item/covid-19---other-global-health-issues-virtual-press-conference-transcript---17-may-2022,5/17/2022,COVID-19 & Other Global Health Issues Virtual Press conference transcript - 17 May 2022&nbsp;&nbsp;World Health Organization,World Health Organization,AI-Classification
Philippine Food-Related MSMEs Receive Digital Business Tools - OpenGov Asia,https://opengovasia.com/philippine-food-related-msmes-receive-digital-business-tools/,6/13/2022,Philippine Food-Related MSMEs Receive Digital Business Tools&nbsp;&nbsp;OpenGov Asia,OpenGov Asia,AI-Classification
HENSOLDT defence industry developer of Land Air Sea Solutions and Products | Germany German defence industry company UK | Europe defence industry company UK - Army Recognition,https://www.armyrecognition.com/germany_german_defence_industry_company_uk/hensoldt_defence_industry_developer_of_land_air_sea_solutions_and_products.html,6/10/2022,HENSOLDT defence industry developer of Land Air Sea Solutions and Products | Germany German defence industry company UK | Europe defence industry company UK&nbsp;&nbsp;Army Recognition,Army Recognition,AI-Classification
Distribution of invasive versus native whitefly species and their pyrethroid knock-down resistance allele in a context of interspecific hybridization | Scientific Reports - Nature.com,https://www.nature.com/articles/s41598-022-12373-4,5/19/2022,Distribution of invasive versus native whitefly species and their pyrethroid knock-down resistance allele in a context of interspecific hybridization | Scientific Reports&nbsp;&nbsp;Nature.com,Nature.com,AI-Classification
Global forest management data for 2015 at a 100 m resolution | Scientific Data - Nature.com,https://www.nature.com/articles/s41597-022-01332-3,5/10/2022,Global forest management data for 2015 at a 100 m resolution | Scientific Data&nbsp;&nbsp;Nature.com,Nature.com,AI-Classification
Indonesia to Secures its Digital Landscape – OpenGov Asia - OpenGov Asia,https://opengovasia.com/indonesia-to-secures-its-digital-landscape/,6/1/2022,Indonesia to Secures its Digital Landscape – OpenGov Asia&nbsp;&nbsp;OpenGov Asia,OpenGov Asia,AI-Classification
Zero-Carbon by 2035: US' DOE to Prioritise Clean Hydrogen Electricity - OpenGov Asia,https://opengovasia.com/zero-carbon-by-2035-us-doe-to-prioritise-clean-hydrogen-electricity/,5/23/2022,Zero-Carbon by 2035: US' DOE to Prioritise Clean Hydrogen Electricity&nbsp;&nbsp;OpenGov Asia,OpenGov Asia,AI-Classification
Global impacts of future urban expansion on terrestrial vertebrate diversity - Nature.com,https://www.nature.com/articles/s41467-022-29324-2,3/25/2022,Global impacts of future urban expansion on terrestrial vertebrate diversity&nbsp;&nbsp;Nature.com,Nature.com,AI-Classification
India Launches National Data and Analytics Platform - OpenGov Asia,https://opengovasia.com/india-launches-national-data-and-analytics-platform/,5/18/2022,India Launches National Data and Analytics Platform&nbsp;&nbsp;OpenGov Asia,OpenGov Asia,AI-Classification
World Environment Day 2022: Technology companies on prioritizing sustainability and driving transformative environmental change - CXOToday.com,https://www.cxotoday.com/news-analysis/world-environment-day-2022-technology-companies-on-prioritizing-sustainability-and-driving-transformative-environmental-change/,6/4/2022,World Environment Day 2022: Technology companies on prioritizing sustainability and driving transformative environmental change&nbsp;&nbsp;CXOToday.com,CXOToday.com,AI-Classification
Pink coral will expand its range up the British coastline due to climate change - Daily Mail,https://www.dailymail.co.uk/sciencetech/article-10860669/Vulnerable-pink-coral-push-UK-coastline-climate-warms-research.html,5/27/2022,Pink coral will expand its range up the British coastline due to climate change&nbsp;&nbsp;Daily Mail,Daily Mail,AI-Classification
